id,study,effect_size_id,species,species_id,subphylum,phylum,assortment_trait,trait_dimensions,field_collection,publication_year,pooled_data,spatially_pooled,temporally_pooled,yi,ni,vi
Tomici 1939 - Homo sapiens,Tomici 1939,1643,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,forearm length,uni,yes,1939,yes,yes,no,0.09,637,0.001569859
Tomici 1939 - Homo sapiens,Tomici 1939,1644,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,bizygomatic breadth,uni,yes,1939,yes,yes,no,0.09,649,0.001540832
Tomici 1939 - Homo sapiens,Tomici 1939,1645,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,physiological face height,uni,yes,1939,yes,yes,no,0.09,655,0.001526718
Tomici 1939 - Homo sapiens,Tomici 1939,1646,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,head circumference,uni,yes,1939,yes,yes,no,0.07,639,0.001564945
Tomici 1939 - Homo sapiens,Tomici 1939,1647,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,foot length,uni,yes,1939,yes,yes,no,0.06,638,0.001567398
Tomici 1939 - Homo sapiens,Tomici 1939,1648,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,total face height,uni,yes,1939,yes,yes,no,0.06,636,0.001572327
Tomici 1939 - Homo sapiens,Tomici 1939,1649,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,hand length,uni,yes,1939,yes,yes,no,0.05,634,0.001577287
Tomici 1939 - Homo sapiens,Tomici 1939,1650,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,head length,uni,yes,1939,yes,yes,no,0.04,649,0.001540832
Tomici 1939 - Homo sapiens,Tomici 1939,1651,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,head breadth,uni,yes,1939,yes,yes,no,0.04,650,0.001538462
Tomici 1939 - Homo sapiens,Tomici 1939,1652,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,body height,uni,yes,1939,yes,yes,yes,0.2,665,0.001503759
Tomiyama 1996 - Achatina fulica,Tomiyama 1996,1653,Achatina fulica,Achatina_fulica_ott997087,Gastropoda,Lophotrochozoa,shell volume,tri,no,1996,no,no,no,0.54,48,0.020833333
Tomiyama 1996 - Achatina fulica,Tomiyama 1996,1654,Achatina fulica,Achatina_fulica_ott997087,Gastropoda,Lophotrochozoa,shell volume,tri,no,1996,no,no,no,0.329,51,0.019607843
Tomiyama 1996 - Achatina fulica,Tomiyama 1996,1655,Achatina fulica,Achatina_fulica_ott997087,Gastropoda,Lophotrochozoa,shell volume,tri,no,1996,no,no,no,0.203,37,0.027027027
Totterman 2015 - Puffinus pacificus,Totterman 2015,1656,Puffinus pacificus,Puffinus_pacificus_ott471653,Aves,Chordata,PC1,dimensionless,yes,2015,no,no,no,-0.11,38,0.026315789
Trager and Daniels 2011 - Cyclargus thomasi bethunebakeri,Trager and Daniels 2011,1657,Cyclargus thomasi bethunebakeri,Cyclargus_thomasi_bethunebakeri_ott349949,Insecta,Arthropoda,forewing chord length,uni,no,2011,yes,yes,no,0.082,68,0.014705882
Tryjanowski and Simek 2005 - Lanius collurio,Tryjanowski and Simek 2005,1658,Lanius collurio,Lanius_collurio_collurio_ott11462,Aves,Chordata,weight,uni,yes,2005,yes,no,yes,0.33,79,0.012658228
Tryjanowski and Simek 2005 - Lanius collurio,Tryjanowski and Simek 2005,1659,Lanius collurio,Lanius_collurio_collurio_ott11462,Aves,Chordata,wing length,uni,yes,2005,yes,no,yes,0.08,78,0.012820513
Tryjanowski and Simek 2005 - Lanius collurioides,Tryjanowski and Simek 2005,1660,Lanius collurioides,Lanius_collurioides_ott105682,Aves,Chordata,tarsus length,uni,yes,2005,yes,no,yes,0.13,74,0.013513514
Urfi and Kalam 2006 - Mycteria leucocephala,Urfi and Kalam 2006,1661,Mycteria leucocephala,Mycteria_leucocephala_ott848605,Aves,Chordata,body length,uni,yes,2006,no,no,no,0.7,39,0.025641026
Urfi and Kalam 2006 - Mycteria leucocephala,Urfi and Kalam 2006,1662,Mycteria leucocephala,Mycteria_leucocephala_ott848605,Aves,Chordata,bill depth,uni,yes,2006,no,no,no,0.64,81,0.012345679
Urfi and Kalam 2006 - Mycteria leucocephala,Urfi and Kalam 2006,1663,Mycteria leucocephala,Mycteria_leucocephala_ott848605,Aves,Chordata,tibia length,uni,yes,2006,no,no,no,0.51,48,0.020833333
Urfi and Kalam 2006 - Mycteria leucocephala,Urfi and Kalam 2006,1664,Mycteria leucocephala,Mycteria_leucocephala_ott848605,Aves,Chordata,tarsus length,uni,yes,2006,no,no,no,0.361,36,0.027777778
Van Rooij and Griffth 2012 - Poephila acuticauda,Van Rooij and Griffth 2012,1665,Poephila acuticauda,Poephila_acuticauda_acuticauda_ott844234,Aves,Chordata,tarsus length,uni,yes,2012,no,no,no,0.04,42,0.023809524
Van Rooij and Griffth 2012 - Poephila acuticauda,Van Rooij and Griffth 2012,1666,Poephila acuticauda,Poephila_acuticauda_acuticauda_ott844234,Aves,Chordata,pintail length,uni,yes,2012,no,no,no,0,41,0.024390244
Van Rooij and Griffth 2012 - Poephila acuticauda,Van Rooij and Griffth 2012,1667,Poephila acuticauda,Poephila_acuticauda_acuticauda_ott844234,Aves,Chordata,pintail length,uni,yes,2012,no,no,no,0.08,29,0.034482759
Van Rooij and Griffth 2012 - Poephila acuticauda,Van Rooij and Griffth 2012,1668,Poephila acuticauda,Poephila_acuticauda_acuticauda_ott844234,Aves,Chordata,tarsus length,uni,yes,2012,no,no,no,-0.23,29,0.034482759
Van Rooij and Griffth 2012 - Poephila acuticauda,Van Rooij and Griffth 2012,1669,Poephila acuticauda,Poephila_acuticauda_acuticauda_ott844234,Aves,Chordata,tarsus length,uni,yes,2012,no,no,no,0.14,18,0.055555556
Van Rooij and Griffth 2012 - Poephila acuticauda,Van Rooij and Griffth 2012,1670,Poephila acuticauda,Poephila_acuticauda_acuticauda_ott844234,Aves,Chordata,pintail length,uni,yes,2012,no,no,no,-0.19,18,0.055555556
Veuille 1980 - Jaera albifrons,Veuille 1980,1671,Jaera albifrons,Jaera_albifrons_ott907479,Crustacea,Arthropoda,body length,uni,no,1980,no,no,no,0.09,30,0.033333333
Veuille 1980 - Jaera istri,Veuille 1980,1672,Jaera istri,Jaera_istri_ott2999332,Crustacea,Arthropoda,body length,uni,no,1980,no,no,no,0.09,103,0.009708738
Veuille 1980 - Jaera nordmanni,Veuille 1980,1673,Jaera nordmanni,Jaera_nordmanni_ott619333,Crustacea,Arthropoda,body length,uni,no,1980,no,no,no,0.586,36,0.027777778
Veuille 1980 - Jaera italica,Veuille 1980,1674,Jaera italica,Jaera_italica_ott2999323,Crustacea,Arthropoda,body length,uni,no,1980,no,no,no,0.017,99,0.01010101
Veuille 1980 - Jaera italica,Veuille 1980,1675,Jaera italica,Jaera_italica_ott2999323,Crustacea,Arthropoda,body length,uni,no,1980,no,no,no,0.317,83,0.012048193
Veuille 1986 - Jaera ischiosetosa,Veuille 1986,1676,Jaera ischiosetosa,Jaera_ischiosetosa_ott2999326,Crustacea,Arthropoda,body length,uni,no,1986,no,no,no,0.37,84,0.011904762
Veuille 1986 - Jaera ischiosetosa,Veuille 1986,1677,Jaera ischiosetosa,Jaera_ischiosetosa_ott2999326,Crustacea,Arthropoda,body length,uni,no,1986,no,no,no,0.5,73,0.01369863
Veuille 1986 - Jaera ischiosetosa,Veuille 1986,1678,Jaera ischiosetosa,Jaera_ischiosetosa_ott2999326,Crustacea,Arthropoda,body length,uni,no,1986,no,no,no,0.58,85,0.011764706
Veuille 1986 - Jaera ischiosetosa,Veuille 1986,1679,Jaera ischiosetosa,Jaera_ischiosetosa_ott2999326,Crustacea,Arthropoda,body length,uni,no,1986,no,no,no,0.62,93,0.010752688
Veuille 1986 - Jaera ischiosetosa,Veuille 1986,1680,Jaera ischiosetosa,Jaera_ischiosetosa_ott2999326,Crustacea,Arthropoda,body length,uni,no,1986,no,no,no,0.52,108,0.009259259
Veuille 1986 - Jaera ischiosetosa,Veuille 1986,1681,Jaera ischiosetosa,Jaera_ischiosetosa_ott2999326,Crustacea,Arthropoda,body length,uni,no,1986,no,no,no,0.32,89,0.011235955
Veuille 1986 - Jaera ischiosetosa,Veuille 1986,1682,Jaera ischiosetosa,Jaera_ischiosetosa_ott2999326,Crustacea,Arthropoda,body length,uni,no,1986,no,no,no,0.34,58,0.017241379
Veuille 1986 - Jaera ischiosetosa,Veuille 1986,1683,Jaera ischiosetosa,Jaera_ischiosetosa_ott2999326,Crustacea,Arthropoda,body length,uni,no,1986,no,no,no,0.55,50,0.02
Veuille 1986 - Jaera ischiosetosa,Veuille 1986,1684,Jaera ischiosetosa,Jaera_ischiosetosa_ott2999326,Crustacea,Arthropoda,body length,uni,no,1986,no,no,no,0.79,32,0.03125
Vieites et al. 2004 - Rana temporaria,Vieites et al. 2004,1685,Rana temporaria,Rana_temporaria_temporaria_ott979590,Amphibia,Chordata,snout-vent length,uni,yes,2004,no,no,no,0.61,21,0.047619048
Vieites et al. 2004 - Rana temporaria,Vieites et al. 2004,1686,Rana temporaria,Rana_temporaria_temporaria_ott979590,Amphibia,Chordata,snout-vent length,uni,yes,2004,no,no,no,0.51,11,0.090909091
Vieites et al. 2004 - Rana temporaria,Vieites et al. 2004,1687,Rana temporaria,Rana_temporaria_temporaria_ott979590,Amphibia,Chordata,snout-vent length,uni,yes,2004,no,no,no,0.42,16,0.0625
Vieites et al. 2004 - Rana temporaria,Vieites et al. 2004,1688,Rana temporaria,Rana_temporaria_temporaria_ott979590,Amphibia,Chordata,snout-vent length,uni,yes,2004,yes,no,yes,0.49,48,0.020833333
Vincent and Giles 2003 - Hippocampus whitei,Vincent and Giles 2003,1689,Hippocampus whitei,Hippocampus_whitei_ott57111,Teleostei,Chordata,body length,uni,no,2003,no,no,no,0.52,22,0.045454545
Vines and Schluter 2006 - Gasterosteus aculeatus,Vines and Schluter 2006,1690,Gasterosteus aculeatus,Gasterosteus_aculeatus_aculeatus_ott111122,Teleostei,Chordata,body length,uni,yes,2006,yes,yes,no,0.282,31,0.032258065
Vojar et al. 2015 - Rana temporaria,Vojar et al. 2015,1691,Rana temporaria,Rana_temporaria_temporaria_ott979590,Amphibia,Chordata,snout-vent length,uni,yes,2015,no,no,no,0.34,41,0.024390244
Vojar et al. 2015 - Rana temporaria,Vojar et al. 2015,1692,Rana temporaria,Rana_temporaria_temporaria_ott979590,Amphibia,Chordata,snout-vent length,uni,yes,2015,no,no,no,0.11,62,0.016129032
Vojar et al. 2015 - Rana temporaria,Vojar et al. 2015,1693,Rana temporaria,Rana_temporaria_temporaria_ott979590,Amphibia,Chordata,snout-vent length,uni,yes,2015,no,no,no,0.36,75,0.013333333
Vojar et al. 2015 - Rana temporaria,Vojar et al. 2015,1694,Rana temporaria,Rana_temporaria_temporaria_ott979590,Amphibia,Chordata,snout-vent length,uni,yes,2015,no,no,no,0.5,39,0.025641026
Vojar et al. 2015 - Bufo bufo,Vojar et al. 2015,1695,Bufo bufo,Bufo_bufo_ott889350,Amphibia,Chordata,snout-vent length,uni,yes,2015,no,no,no,0.22,16,0.0625
Vojar et al. 2015 - Bufo bufo,Vojar et al. 2015,1696,Bufo bufo,Bufo_bufo_ott889350,Amphibia,Chordata,snout-vent length,uni,yes,2015,no,no,no,0.12,87,0.011494253
Vojar et al. 2015 - Bufo bufo,Vojar et al. 2015,1697,Bufo bufo,Bufo_bufo_ott889350,Amphibia,Chordata,snout-vent length,uni,yes,2015,no,no,no,0.17,48,0.020833333
Vojar et al. 2015 - Bufo bufo,Vojar et al. 2015,1698,Bufo bufo,Bufo_bufo_ott889350,Amphibia,Chordata,snout-vent length,uni,yes,2015,no,no,no,0.21,58,0.017241379
Vojar et al. 2015 - Bufo bufo,Vojar et al. 2015,1699,Bufo bufo,Bufo_bufo_ott889350,Amphibia,Chordata,snout-vent length,uni,yes,2015,no,no,no,0.14,67,0.014925373
Vojar et al. 2015 - Bufo bufo,Vojar et al. 2015,1700,Bufo bufo,Bufo_bufo_ott889350,Amphibia,Chordata,snout-vent length,uni,yes,2015,no,no,no,0.23,33,0.03030303
Vreys and Michiels 1997 - Dugesia gonocephala,Vreys and Michiels 1997,1701,Dugesia gonocephala,Dugesia_gonocephala_ott807701,Platyhelminthes,Lophotrochozoa,dorsal surface area,tri,yes,1997,no,no,no,0.4,23,0.043478261
Vreys and Michiels 1997 - Dugesia gonocephala,Vreys and Michiels 1997,1702,Dugesia gonocephala,Dugesia_gonocephala_ott807701,Platyhelminthes,Lophotrochozoa,dorsal surface area,tri,yes,1997,no,no,no,0.67,16,0.0625
Vreys and Michiels 1997 - Dugesia gonocephala,Vreys and Michiels 1997,1703,Dugesia gonocephala,Dugesia_gonocephala_ott807701,Platyhelminthes,Lophotrochozoa,dorsal surface area,tri,yes,1997,no,no,no,0.47,30,0.033333333
Vreys and Michiels 1997 - Dugesia gonocephala,Vreys and Michiels 1997,1704,Dugesia gonocephala,Dugesia_gonocephala_ott807701,Platyhelminthes,Lophotrochozoa,dorsal surface area,tri,yes,1997,no,no,no,0.6,55,0.018181818
Vreys and Michiels 1998 - Dugesia gonocephala,Vreys and Michiels 1998,1705,Dugesia gonocephala,Dugesia_gonocephala_ott807701,Platyhelminthes,Lophotrochozoa,body length,uni,yes,1998,no,no,no,0.6,55,0.018181818
Wagner 1999 - Alca torda,Wagner 1999,1706,Alca torda,Alca_torda_ott855485,Aves,Chordata,bill depth,uni,yes,1999,no,no,no,0.39,37,0.027027027
Wagner 1999 - Alca torda,Wagner 1999,1707,Alca torda,Alca_torda_ott855485,Aves,Chordata,weight,uni,yes,1999,no,no,no,0.38,36,0.027777778
Wagner 1999 - Alca torda,Wagner 1999,1708,Alca torda,Alca_torda_ott855485,Aves,Chordata,gonys length,uni,yes,1999,no,no,no,0.24,35,0.028571429
Wagner 1999 - Alca torda,Wagner 1999,1709,Alca torda,Alca_torda_ott855485,Aves,Chordata,tarsus length,uni,yes,1999,no,no,no,0.19,32,0.03125
Wagner 1999 - Alca torda,Wagner 1999,1710,Alca torda,Alca_torda_ott855485,Aves,Chordata,gape length,uni,yes,1999,no,no,no,0.13,35,0.028571429
Wagner 1999 - Alca torda,Wagner 1999,1711,Alca torda,Alca_torda_ott855485,Aves,Chordata,culmen,uni,yes,1999,no,no,no,0.11,37,0.027027027
Wagner 1999 - Alca torda,Wagner 1999,1712,Alca torda,Alca_torda_ott855485,Aves,Chordata,head length,uni,yes,1999,no,no,no,0.08,28,0.035714286
Wagner 1999 - Alca torda,Wagner 1999,1713,Alca torda,Alca_torda_ott855485,Aves,Chordata,wing length,uni,yes,1999,no,no,no,0.08,37,0.027027027
Wagner 1999 - Alca torda,Wagner 1999,1714,Alca torda,Alca_torda_ott855485,Aves,Chordata,head width,uni,yes,1999,no,no,no,0.01,31,0.032258065
Wagner 1999 - Alca torda,Wagner 1999,1715,Alca torda,Alca_torda_ott855485,Aves,Chordata,toe length,uni,yes,1999,no,no,no,0.001,35,0.028571429
Wagner and Sullivan 1995 - Incilius valliceps,Wagner and Sullivan 1995,1716,Incilius valliceps,Incilius_valliceps_ott937819,Amphibia,Chordata,snout-vent length,uni,yes,1995,no,no,no,-0.06,10,0.1
Wagner and Sullivan 1995 - Incilius valliceps,Wagner and Sullivan 1995,1717,Incilius valliceps,Incilius_valliceps_ott937819,Amphibia,Chordata,snout-vent length,uni,yes,1995,no,no,no,-0.13,38,0.026315789
Wagner and Sullivan 1995 - Incilius valliceps,Wagner and Sullivan 1995,1718,Incilius valliceps,Incilius_valliceps_ott937819,Amphibia,Chordata,snout-vent length,uni,yes,1995,no,no,no,-0.68,8,0.125
Wagner and Sullivan 1995 - Incilius valliceps,Wagner and Sullivan 1995,1719,Incilius valliceps,Incilius_valliceps_ott937819,Amphibia,Chordata,snout-vent length,uni,yes,1995,no,no,no,0.12,48,0.020833333
Wang et al. 2017 - Taeniopygia guttata,Wang et al. 2017,1720,Taeniopygia guttata,Taeniopygia_guttata_ott708327,Aves,Chordata,weight,uni,yes,2017,no,no,no,-0.08,423,0.002364066
Wang et al. 2017 - Taeniopygia guttata,Wang et al. 2017,1721,Taeniopygia guttata,Taeniopygia_guttata_ott708327,Aves,Chordata,weight,uni,yes,2017,no,no,no,-0.08,423,0.002364066
Wang et al. 2018 - Duttaphrynus melanostictus,Wang et al. 2018,1722,Duttaphrynus melanostictus,Duttaphrynus_melanostictus_ott962265,Amphibia,Chordata,snout-vent length,uni,yes,2018,no,no,no,0.458,137,0.00729927
Ward 1985 - Gammarus duebeni,Ward 1985,1723,Gammarus duebeni,Gammarus_duebeni_duebeni_ott184777,Crustacea,Arthropoda,body length,uni,yes,1985,yes,no,yes,0.47,288,0.003472222
Ward 1986 - Gammarus pulex,Ward 1986,1724,Gammarus pulex,Gammarus_pulex_gallicus_ott1024016,Crustacea,Arthropoda,body length,uni,yes,1986,no,no,no,0.47,983,0.001017294
Ward 1986 - Gammarus pulex,Ward 1986,1725,Gammarus pulex,Gammarus_pulex_gallicus_ott1024016,Crustacea,Arthropoda,body length,uni,yes,1986,no,no,no,0.29,229,0.004366812
Warkentin et al. 1992 - Falco columbarius,Warkentin et al. 1992,1726,Falco columbarius,Falco_columbarius_columbarius_ott928167,Aves,Chordata,tail length,uni,yes,1992,yes,no,yes,0.402,89,0.011235955
Warkentin et al. 1992 - Falco columbarius,Warkentin et al. 1992,1727,Falco columbarius,Falco_columbarius_columbarius_ott928167,Aves,Chordata,wing length,uni,yes,1992,yes,no,yes,0.178,89,0.011235955
Warkentin et al. 1992 - Falco columbarius,Warkentin et al. 1992,1728,Falco columbarius,Falco_columbarius_columbarius_ott928167,Aves,Chordata,weight,uni,yes,1992,yes,no,yes,0.133,90,0.011111111
Warkentin et al. 1992 - Falco columbarius,Warkentin et al. 1992,1729,Falco columbarius,Falco_columbarius_columbarius_ott928167,Aves,Chordata,culmen,uni,yes,1992,yes,no,yes,0.054,91,0.010989011
Warkentin et al. 1992 - Falco columbarius,Warkentin et al. 1992,1730,Falco columbarius,Falco_columbarius_columbarius_ott928167,Aves,Chordata,body length,uni,yes,1992,yes,no,yes,-0.04,90,0.011111111
Wells 1979 - Trachycephalus typhonius,Wells 1979,1731,Trachycephalus typhonius,Trachycephalus_typhonius_A_ott331403,Amphibia,Chordata,snout-vent length,uni,no,1979,no,no,no,0.13,64,0.015625
Wen 1993 - Hyalella azteca,Wen 1993,1732,Hyalella azteca,Hyalella_azteca_ott648347,Crustacea,Arthropoda,weight,uni,yes,1993,no,no,no,-0.043,53,0.018867925
Wen 1993 - Hyalella azteca,Wen 1993,1733,Hyalella azteca,Hyalella_azteca_ott648347,Crustacea,Arthropoda,weight,uni,yes,1993,no,no,no,-0.104,48,0.020833333
Wiggins 1990 - Tachycineta bicolor,Wiggins 1990,1734,Tachycineta bicolor,Tachycineta_bicolor_ott136028,Aves,Chordata,tarsus length,uni,yes,1990,no,no,no,0.24,38,0.026315789
Wiggins 1990 - Tachycineta bicolor,Wiggins 1990,1735,Tachycineta bicolor,Tachycineta_bicolor_ott136028,Aves,Chordata,weight,uni,yes,1990,no,no,no,0.19,38,0.026315789
Wiggins 1990 - Tachycineta bicolor,Wiggins 1990,1736,Tachycineta bicolor,Tachycineta_bicolor_ott136028,Aves,Chordata,wing length,uni,yes,1990,no,no,no,0.13,38,0.026315789
Wiggins 1990 - Tachycineta bicolor,Wiggins 1990,1737,Tachycineta bicolor,Tachycineta_bicolor_ott136028,Aves,Chordata,bill length,uni,yes,1990,no,no,no,0.1,38,0.026315789
Wilbur et al. 1978 - Anaxyrus americanus,Wilbur et al. 1978,1738,Anaxyrus americanus,Anaxyrus_americanus_charlesmithi_ott738656,Amphibia,Chordata,snout-ischium length,uni,yes,1978,no,no,no,-0.098,7,0.142857143
Wilbur et al. 1978 - Anaxyrus terrestris,Wilbur et al. 1978,1739,Anaxyrus terrestris,Anaxyrus_terrestris_ott931329,Amphibia,Chordata,snout-ischium length,uni,yes,1978,no,no,no,-0.46,4,0.25
Wilbur et al. 1978 - Anaxyrus quercicus,Wilbur et al. 1978,1740,Anaxyrus quercicus,Anaxyrus_quercicus_ott931345,Amphibia,Chordata,snout-ischium length,uni,yes,1978,no,no,no,-0.23,25,0.04
Wilbur et al. 1978 - Anaxyrus quercicus,Wilbur et al. 1978,1741,Anaxyrus quercicus,Anaxyrus_quercicus_ott931345,Amphibia,Chordata,snout-ischium length,uni,yes,1978,no,no,no,0.32,13,0.076923077
Wilbur et al. 1978 - Anaxyrus quercicus,Wilbur et al. 1978,1742,Anaxyrus quercicus,Anaxyrus_quercicus_ott931345,Amphibia,Chordata,snout-ischium length,uni,yes,1978,no,no,no,0.11,20,0.05
Willams 2007 - Gammarus zaddachi,Willams 2007,1743,Gammarus zaddachi,Gammarus_zaddachi_ott232763,Crustacea,Arthropoda,body length,uni,yes,2007,no,no,no,0.392,83,0.012048193
Willams 2007 - Gammarus zaddachi,Willams 2007,1744,Gammarus zaddachi,Gammarus_zaddachi_ott232763,Crustacea,Arthropoda,body length,uni,yes,2007,no,no,no,0.316,82,0.012195122
Willoughby 1933 - Homo sapiens,Willoughby 1933,1745,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,body height,uni,yes,1933,yes,yes,yes,0.32,36,0.027777778
Willoughby 1933 - Homo sapiens,Willoughby 1933,1746,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,bizygomatic breadth,uni,yes,1933,yes,yes,yes,0.22,476,0.00210084
Willoughby 1933 - Homo sapiens,Willoughby 1933,1747,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,body height,uni,yes,1933,yes,yes,yes,0.19,91,0.010989011
Willoughby 1933 - Homo sapiens,Willoughby 1933,1748,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,body height,uni,yes,1933,yes,yes,yes,0.17,269,0.003717472
Willoughby 1933 - Homo sapiens,Willoughby 1933,1749,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,bizygomatic breadth,uni,yes,1933,yes,yes,yes,0.17,284,0.003521127
Willoughby 1933 - Homo sapiens,Willoughby 1933,1750,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,head breadth,uni,yes,1933,yes,yes,yes,0.16,337,0.002967359
Willoughby 1933 - Homo sapiens,Willoughby 1933,1751,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,bizygomatic breadth,uni,yes,1933,yes,yes,yes,0.16,294,0.003401361
Willoughby 1933 - Homo sapiens,Willoughby 1933,1752,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,body height,uni,yes,1933,yes,yes,yes,0.12,418,0.002392344
Willoughby 1933 - Homo sapiens,Willoughby 1933,1753,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,head length,uni,yes,1933,yes,yes,yes,0.12,618,0.001618123
Willoughby 1933 - Homo sapiens,Willoughby 1933,1754,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,head breadth,uni,yes,1933,yes,yes,yes,0.12,284,0.003521127
Willoughby 1933 - Homo sapiens,Willoughby 1933,1755,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,bizygomatic breadth,uni,yes,1933,yes,yes,yes,0.12,336,0.00297619
Willoughby 1933 - Homo sapiens,Willoughby 1933,1756,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,body height,uni,yes,1933,yes,yes,yes,0.11,337,0.002967359
Willoughby 1933 - Homo sapiens,Willoughby 1933,1757,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,body height,uni,yes,1933,yes,yes,yes,0.1,294,0.003401361
Willoughby 1933 - Homo sapiens,Willoughby 1933,1758,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,head length,uni,yes,1933,yes,yes,yes,0.1,271,0.003690037
Willoughby 1933 - Homo sapiens,Willoughby 1933,1759,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,head length,uni,yes,1933,yes,yes,yes,0.09,618,0.001618123
Willoughby 1933 - Homo sapiens,Willoughby 1933,1760,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,body height,uni,yes,1933,yes,yes,yes,0.08,64,0.015625
Willoughby 1933 - Homo sapiens,Willoughby 1933,1761,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,head breadth,uni,yes,1933,yes,yes,yes,0.05,91,0.010989011
Willoughby 1933 - Homo sapiens,Willoughby 1933,1762,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,head length,uni,yes,1933,yes,yes,yes,0.05,296,0.003378378
